id,name,url,router,cover,rating,developer,released,updated,technology,platform,classification,class,wiki,description,tags,embed
39,Stick Epic Fighter,https://www.crazygames.com/game/stick-epic-fighter,stick-epic-fighter,https://images.crazygames.com/stick-epic-fighter_16x9/20241014054832/stick-epic-fighter_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,Artur Stogney,October 2024,October 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Action » Arcade » Stickman,Action,,"Stick Epic Fighter is an action-packed, arcade physics-based fighting game where you are in control of a stick fighter to battle enemies in a dynamic, geometric world. Your mission is to evolve your character into an unstoppable force by unlocking powerful upgrades, mastering epic combos, and unleashing devastating fatalities that will destroy your foes. Conquer waves of enemies with precision and skill as you dominate each battle. Only after crushing every opponent will you unlock the portal to the next level, where even more significant challenges await. Sharpen your reflexes, perfect your strategies, and prove you have what it takes.","Action, Mobile, Physics, Platform, Zombie, Stickman, Killing",https://www.crazygames.com/embed/stick-epic-fighter
40,Piece of Cake Merge and Bake,https://www.crazygames.com/game/piece-of-cake-merge-and-bake,piece-of-cake-merge-and-bake,https://images.crazygames.com/piece-of-cake-merge-and-bake_16x9/20241030175454/piece-of-cake-merge-and-bake_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,HG DEVS,October 2024,October 2024,HTML5,"Browser (desktop,mobile,tablet)",Games » Puzzle » Casual » Merge,Puzzle,,"Piece of Cake: Merge and Bake is a puzzle casual game where you help Emily, the main character, breathe new life into her family’s rundown cafe while uncovering long-lost family secrets. Solve a variety of challenging puzzles, manage the cafe's operations, and craft creative item combinations to unlock new chapters of the story. As you progress, enjoy heartwarming moments and unexpected twists that keep you engaged at every turn.","Puzzle, Food, Simulation, Story, Cooking, Restaurant, 2D, Mouse, Merge",https://www.crazygames.com/embed/piece-of-cake-merge-and-bake
41,Battle Arena,https://www.crazygames.com/game/battle-arena,battle-arena,https://images.crazygames.com/battle-arena_16x9/20240523085305/battle-arena_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,RED BRIX WALL,September 2022,May 2024,HTML5,"Browser (desktop,mobile,tablet),App Store(iOS)",Games » Adventure » Battle,Adventure,,"Battle Arena is a thrilling RPG adventure battle game that seamlessly blends heart-pounding action with strategic gameplay. Create your team from over 50 unique heroes, each inspired by iconic characters you know and love. Dive into intense real-time PvP battles where your skills and tactics are put to the ultimate test. Join forces with fellow guild players to take on epic quests across breathtaking locations, from ancient ruins to mystical landscapes. As you progress, you can upgrade your heroes and gear, enhancing their abilities and unlocking new powers.","Adventure, Mobile, Battle, Hero, Strategy, Mouse, Idle",https://www.crazygames.com/embed/battle-arena
42,Time Shooter 2,https://www.crazygames.com/game/time-shooter-2,time-shooter-2,https://images.crazygames.com/time-shooter-2_16x9/20241113040556/time-shooter-2_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,GoGoMan,March 2022,November 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Shooting » FPS,Shooting,,Time Shooter 2 is a first-person shooter where time stands still until you move. Plan your shots and moves carefully. Dodge enemy fire in epic slo-mo combat and make your way around the map using time to your advantage.,"Shooting, 3D, Arena, Destroy, Physics, Gun, Survival, Skill, FPS",https://www.crazygames.com/embed/time-shooter-2
43,Moto X3M,https://www.crazygames.com/game/moto-x3m,moto-x3m,https://images.crazygames.com/games/moto-x3m/cover_16x9-1700625476572.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,MadPuffers,October 2022,November 2023,HTML5,"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Driving » Bike » Dirt Bike,Driving,,"Moto X3M is a driving bike game that takes dirt bike racing to the next level. It combines high-speed thrills with a test of precision and timing across 22 adrenaline-filled levels. Each course introduces fresh, intense obstacles—from gravity-defying loops to dangerous ramps and explosive traps—keeping you on the edge of your seat. Gear up, strap on your helmet, and prepare to perform stunts of a lifetime as you race against the clock.","Driving, Stunt, 1 Player, Side Scrolling, Bike, Crash, Dirt Bike",https://www.crazygames.com/embed/moto-x3m
44,Crusher Clicker,https://www.crazygames.com/game/crusher-clicker,crusher-clicker,https://images.crazygames.com/crusher-clicker_16x9/20240429100853/crusher-clicker_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,LeimurGames,April 2024,June 2024,HTML5,"Browser (desktop,mobile,tablet)",Games » Clicker » Idle,Clicker,,"Crusher Clicker is an addictive game where you smash rocks and crystals, then upgrade to enhance your crushing power and speed. It's like operating a hydraulic press but with a satisfying, stress-relieving twist. Boost your crusher's power, speed, and gravity for even more dramatic destruction. Get lost in the colorful physics and the endlessly engaging gameplay.","Clicker, Destroy, Physics, Incremental, Mouse, Idle",https://www.crazygames.com/embed/crusher-clicker
45,Helix Jump,https://www.crazygames.com/game/helix-jump,helix-jump,https://images.crazygames.com/helix-jump/20220519091317/helix-jump-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.3,Voodoo,May 2022,May 2022,HTML5,"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Casual » Avoid,Casual,,"Helix Jump is a casual game with simple and addictively fun mechanics. In the game, you guide a bouncing ball continuously down a series of circular platforms until you crash. Fall through the cracks and avoid landing in the forbidden zones!","Casual, One Button, Avoid, 1 Player, Color, Platform, Ball, Minigames, Obstacle, Skill, Mouse, Arcade",https://www.crazygames.com/embed/helix-jump
46,BodyCamera Shooter,https://www.crazygames.com/game/bodycamera-shooter,bodycamera-shooter,https://images.crazygames.com/bodycamera-shooter_16x9/20240805083830/bodycamera-shooter_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,BORNIS GameLab,July 2024,November 2024,HTML5 (Unity WebGL),Browser (desktop-only),Games » Shooting » FPS,Shooting,,"BodyCamera Shooter is an FPS shooting game where you see everything from a body camera fixed on your fighter, taking you through a pretty realistic experience through abandoned buildings and rubble, aiming to kill or be killed. You'll understand the concept if you're familiar with the Bodycam game. Enter the battlefield and enjoy a unique gaming experience! BodyCamera Shooter offers ultra-realistic first-person shooter action directly in your browser and on your phone.","Shooting, 3D, Battle, Gun, FPS, Killing",https://www.crazygames.com/embed/bodycamera-shooter
47,Super Bike The Champion,https://www.crazygames.com/game/super-bike-the-champion,super-bike-the-champion,https://images.crazygames.com/super-bike-the-champion_16x9/20240820033454/super-bike-the-champion_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.2,Barnzmu,October 2020,August 2024,HTML5 (Unity WebGL),Browser (desktop-only),Games » Driving » Bike,Driving,,Super Bike The Champion is a superbike racing game featuring high-speed races and amazing 3D graphics. Select various riders and bikes to race around circuits against other bikers. Easy to control and challenging races.,"Driving, 3D, Racing, Bike, Speed",https://www.crazygames.com/embed/super-bike-the-champion
48,Night City Racing,https://www.crazygames.com/game/night-city-racing,night-city-racing,https://images.crazygames.com/night-city-racing/20230127195620/night-city-racing-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,RHM Interactive,January 2023,November 2024,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(Android)",Games » Driving » Racing,Driving,,"Night City Racing is a car-driving game with fantastic races, epic stunts, and awesome supercars. Gear up for heart-pounding races and wild challenges that will test your skills! Rack up cash as you speed through the tracks and use it to upgrade to flashy, jaw-dropping cars. Whether you’re showing off your racing skills in epic two-player mode or going for solo glory, the trophy is yours for the taking. So buckle up, race hard, and let everyone know you’re the ultimate speed demon!","Driving, 2 Player, Stunt, 3D, Simulation, Car, Racing, Drifting",https://www.crazygames.com/embed/night-city-racing
49,Autumn Glam Gala,https://www.crazygames.com/game/autumn-glam-gala,autumn-glam-gala,https://images.crazygames.com/autumn-glam-gala_16x9/20241025062601/autumn-glam-gala_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.9,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Beauty » Makeup,Beauty,,"Autumn Glam Gala is the ultimate fashion and makeup game where you transform three friends into fall-inspired fashion icons for the season’s biggest gala! Dive into a world of beauty as you choose from a wide range of makeup shades, hairstyles, and glamorous outfits to create stunning looks. Whether you’re going for soft, earthy tones or bold, sparkling styles, each choice brings out the best of autumn elegance. Experiment with seasonal trends and showcase your makeup artist skills to make sure each friend dazzles at the event. Are you ready to start the glam adventure?","Beauty, Dress Up, Mobile, Fashion, Makeup, 2D, Mouse, Gamerina",https://www.crazygames.com/embed/autumn-glam-gala
50,Draw Defense,https://www.crazygames.com/game/draw-defense,draw-defense,https://images.crazygames.com/draw-defense_16x9/20241101102847/draw-defense_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,,November 2024,,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Casual » Art » Drawing,Casual,,"Draw Defense is a casual game to defend your castle by drawing lines with the mouse to crush waves of advancing enemies. Each line drops down to eliminate foes, challenging you to place them strategically before your defenses are breached. The simple controls and fast-paced gameplay make every move crucial as the onslaught intensifies. Combos add excitement, rewarding quick kills of three or more enemies with an ink refill to keep up the momentum. Upgrading your abilities is essential to survival—boost your ink bar's capacity and refill rate for more frequent attacks. These upgrades allow you to keep up with the growing enemy waves, adding depth to the action. As a final line of defense, your archer automatically fires arrows when enemies get close to the castle. Each enemy that reaches the castle costs you one of your three hearts, and losing them all means game over. Draw Defense tests your skill in balancing rapid drawing, timely upgrades, and last-ditch defenses in a thrilling fight for survival.","Casual, Horde Survival, Mobile, Defense, Physics, Drawing, Logic, Mouse",https://www.crazygames.com/embed/draw-defense
51,Squirrel With a Gun,https://www.crazygames.com/game/squirrel-with-a-gun,squirrel-with-a-gun,https://images.crazygames.com/squirrel-with-a-gun_16x9/20241029043323/squirrel-with-a-gun_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.9,Mirra Games,October 2024,,HTML5,"Browser (desktop,mobile,tablet)",Games » Shooting » Arcade,Shooting,,"Squirrel With a Gun! is a quirky arcade shooter where you take on the role of a checkered squirrel armed with awesome weaponry and acrobatic moves. Battle against nut-headed enemies, dodging in slow-motion parkour while you snatch up their precious nuts. Navigate exciting levels filled with hilarious enemies and outrageous challenges to earn rewards. Unleash the squirrel’s unique arsenal, perfect your aim, and help him become the ultimate nut-capturing champion!","Shooting, Point and Click, Physics, 2D, Skill, Animal, Mouse, Arcade, Killing",https://www.crazygames.com/embed/squirrel-with-a-gun
52,Race Clicker Tap Tap Game,https://www.crazygames.com/game/race-clicker-tap-tap-game,race-clicker-tap-tap-game,https://images.crazygames.com/race-clicker-tap-tap-game_16x9/20241011145157/race-clicker-tap-tap-game_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,DAPALAB,March 2024,October 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Clicker » Arcade » Running,Clicker,,"Race Clicker: Tap Tap Game is a clicker game with a thrilling racing experience that challenges your speed, agility, and strategy. Control your runner with a single tap through intricate tracks and obstacles. Train your character to enhance muscle, speed, and endurance, unlocking new skills and items. Master quick reactions and strategic speed usage to outpace opponents and claim victory. With stunning scenery and varied terrain, find the balance between speed and endurance to become the ultimate race champion.","Clicker, Mobile, 3D, Running, Racing, With Friends, Incremental, Multiplayer, Speed",https://www.crazygames.com/embed/race-clicker-tap-tap-game
53,Mergest Kingdom,https://www.crazygames.com/game/mergest-kingdom,mergest-kingdom,https://images.crazygames.com/mergest-kingdom_16x9/20241022153111/mergest-kingdom_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,Clever Apps,May 2021,October 2024,HTML5,"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Puzzle » Match 3,Puzzle,,Mergest Kingdom is a charming merge puzzle game that lets you build your own kingdom by matching various resources in groups of 3. Start building your fairytale kingdom by completing quests and matching hundreds of objects!,"Puzzle, Mobile, Farming, Building, Match 3, Mouse, Mission, Merge",https://www.crazygames.com/embed/mergest-kingdom
54,Tower Swap,https://www.crazygames.com/game/tower-swap,tower-swap,https://images.crazygames.com/tower-swap_16x9/20231010024249/tower-swap_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.5,curtastic,May 2021,September 2024,HTML5,"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Puzzle » Defense » Tower Defense,Puzzle,,Tower Swap is a clever puzzle game combining match-3 mechanics with addictive tower defense gameplay. Stop the dragons from reaching your castle by building your defenses through tactical tile-matching decisions.,"Puzzle, Mobile, Pixel, Defense, Tower Defense, Strategy, Match 3, Dragon, Merge",https://www.crazygames.com/embed/tower-swap
